Customer_Index,Churn_Probability,Risk_Level,MonthlyCharges,Customer_Value_Score,Retention_Priority,Top_Churn_Drivers,Top_Retention_Drivers,Recommended_Action
2865,0.15791531,Low Risk,109.25,High Value,Low,"numerical__MonthlyCharges, categorical__InternetService_Fiber optic, categorical__gender_Female","categorical__Contract_Month-to-month, numerical__tenure, categorical__gender_Male","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: numerical__MonthlyCharges, categorical__InternetService_Fiber optic, categorical__gender_Female."
3832,0.15780169,Low Risk,78.65,Medium Value,Low,"categorical__gender_Female, categorical__DeviceProtection_No, categorical__StreamingMovies_Yes","categorical__Contract_Month-to-month, numerical__tenure, categorical__InternetService_Fiber optic","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__gender_Female, categorical__DeviceProtection_No, categorical__StreamingMovies_Yes."
4787,0.15765148,Low Risk,54.7,Medium Value,Low,"categorical__Contract_Month-to-month, categorical__gender_Female, numerical__tenure","categorical__OnlineSecurity_No, categorical__InternetService_Fiber optic, categorical__PaperlessBilling_Yes","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, categorical__gender_Female, numerical__tenure."
3069,0.15691029,Low Risk,20.55,Low Value,Low,"categorical__Contract_Month-to-month, categorical__gender_Female, categorical__Partner_No","categorical__OnlineSecurity_No, categorical__gender_Male, categorical__InternetService_Fiber optic","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, categorical__gender_Female, categorical__Partner_No."
4551,0.15663259,Low Risk,96.95,High Value,Low,"categorical__Contract_Month-to-month, categorical__InternetService_Fiber optic, numerical__MonthlyCharges","numerical__tenure, categorical__TechSupport_No, categorical__PaymentMethod_Electronic check","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, categorical__InternetService_Fiber optic, numerical__MonthlyCharges."
3877,0.1564142,Low Risk,55.95,Medium Value,Low,"categorical__gender_Female, categorical__Partner_Yes, categorical__StreamingTV_Yes","categorical__Contract_Month-to-month, categorical__gender_Male, categorical__InternetService_Fiber optic","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__gender_Female, categorical__Partner_Yes, categorical__StreamingTV_Yes."
3789,0.15593618,Low Risk,19.85,Low Value,Low,"categorical__Contract_Month-to-month, categorical__Partner_No, numerical__TotalCharges","categorical__OnlineSecurity_No, categorical__PaperlessBilling_Yes, categorical__InternetService_Fiber optic","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, categorical__Partner_No, numerical__TotalCharges."
4824,0.15586904,Low Risk,97.25,High Value,Low,"categorical__InternetService_Fiber optic, categorical__OnlineSecurity_No, categorical__DeviceProtection_No","numerical__tenure, categorical__Contract_Month-to-month, numerical__TotalCharges","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__InternetService_Fiber optic, categorical__OnlineSecurity_No, categorical__DeviceProtection_No."
5567,0.15575337,Low Risk,103.0,High Value,Low,"numerical__MonthlyCharges, categorical__gender_Female, categorical__InternetService_Fiber optic","categorical__Contract_Month-to-month, categorical__gender_Male, categorical__PaperlessBilling_Yes","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: numerical__MonthlyCharges, categorical__gender_Female, categorical__InternetService_Fiber optic."
123,0.15555872,Low Risk,50.7,Medium Value,Low,"categorical__Contract_Month-to-month, categorical__gender_Female, numerical__tenure","categorical__InternetService_Fiber optic, categorical__OnlineSecurity_No, categorical__PaperlessBilling_Yes","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, categorical__gender_Female, numerical__tenure."
300,0.155489,Low Risk,64.9,Medium Value,Low,"categorical__Partner_No, categorical__DeviceProtection_No, categorical__StreamingTV_Yes","categorical__Contract_Month-to-month, categorical__InternetService_Fiber optic, numerical__MonthlyCharges","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Partner_No, categorical__DeviceProtection_No, categorical__StreamingTV_Yes."
6502,0.15461658,Low Risk,56.25,Medium Value,Low,"categorical__Contract_Month-to-month, categorical__gender_Female, categorical__PaperlessBilling_No","categorical__InternetService_Fiber optic, numerical__tenure, categorical__PaperlessBilling_Yes","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, categorical__gender_Female, categorical__PaperlessBilling_No."
2893,0.15401395,Low Risk,59.0,Medium Value,Low,"categorical__Contract_Month-to-month, categorical__Partner_No, categorical__PaymentMethod_Electronic check","categorical__InternetService_Fiber optic, categorical__PaperlessBilling_Yes, categorical__OnlineSecurity_No","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, categorical__Partner_No, categorical__PaymentMethod_Electronic check."
5420,0.15374427,Low Risk,114.3,High Value,Low,"numerical__TotalCharges, categorical__PaperlessBilling_No, categorical__InternetService_Fiber optic","categorical__Contract_Month-to-month, categorical__Contract_Two year, categorical__PaperlessBilling_Yes","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: numerical__TotalCharges, categorical__PaperlessBilling_No, categorical__InternetService_Fiber optic."
5239,0.1535784,Low Risk,105.75,High Value,Low,"numerical__MonthlyCharges, categorical__InternetService_Fiber optic, categorical__PaperlessBilling_No","categorical__Contract_Month-to-month, numerical__tenure, categorical__PaperlessBilling_Yes","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: numerical__MonthlyCharges, categorical__InternetService_Fiber optic, categorical__PaperlessBilling_No."
2300,0.15319745,Low Risk,103.25,High Value,Low,"categorical__gender_Female, categorical__InternetService_Fiber optic, numerical__MonthlyCharges","categorical__Contract_Month-to-month, categorical__gender_Male, categorical__OnlineSecurity_No","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__gender_Female, categorical__InternetService_Fiber optic, numerical__MonthlyCharges."
2014,0.15311901,Low Risk,61.8,Medium Value,Low,"categorical__Contract_Month-to-month, categorical__OnlineSecurity_No, categorical__Partner_Yes","categorical__InternetService_Fiber optic, categorical__PaperlessBilling_Yes, categorical__PaymentMethod_Electronic check","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, categorical__OnlineSecurity_No, categorical__Partner_Yes."
4035,0.15284272,Low Risk,93.25,High Value,Low,"categorical__Contract_Month-to-month, categorical__InternetService_Fiber optic, categorical__OnlineSecurity_No","numerical__tenure, categorical__TechSupport_No, categorical__PaymentMethod_Electronic check","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, categorical__InternetService_Fiber optic, categorical__OnlineSecurity_No."
4528,0.15261692,Low Risk,88.15,High Value,Low,"categorical__Contract_Month-to-month, categorical__gender_Female, categorical__InternetService_Fiber optic","numerical__TotalCharges, numerical__tenure, categorical__PaymentMethod_Electronic check","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, categorical__gender_Female, categorical__InternetService_Fiber optic."
2777,0.15238656,Low Risk,20.0,Low Value,Low,"categorical__Contract_Month-to-month, categorical__Partner_No, numerical__TotalCharges","categorical__OnlineSecurity_No, categorical__PaperlessBilling_Yes, categorical__InternetService_Fiber optic","Continue normal customer engagement and loyalty communication to maintain customer satisfaction. Prioritize addressing the key churn drivers identified: categorical__Contract_Month-to-month, categorical__Partner_No, numerical__TotalCharges."
